No,Tahun,Daerah,ID,CHT-A,CHT-R,KFD,IKFD,Kode Kategori,Kode Kategori
257,2017,Kota Surabaya,991862,22.829.119.193,22.829.119.193,4.014.625.311.047,"8,532",Sangat Tinggi,5
258,2017,Kota Batu,994761,12.642.176.347,12.642.176.347,332.646.285.630,"0,707",Rendah,2
259,2017,Provinsi Kalimantan Barat,991947,,,1.559.796.425.984,"0,477",Rendah,2
260,2017,Kab. Bengkayang,980227,,,386.838.615.198,"0,822",Sedang,3
261,2017,Kab. Landak,980231,,,513.008.581.755,"1,09",Sedang,3
262,2017,Kab. Kapuas Hulu,991993,,,681.426.036.299,"1,448",Tinggi,4
263,2017,Kab. Ketapang,992008,,,766.266.221.689,"1,629",Tinggi,4
264,2017,Kab. Mempawah,991989,,,215.676.931.318,"0,458",Sangat Rendah,1
265,2017,Kab. Sambas,991951,,,437.599.406.315,"0,93",Sedang,3
266,2017,Kab. Sanggau,991968,,,437.027.449.332,"0,929",Sedang,3
267,2017,Kab. Sintang,991972,,,575.272.390.242,"1,223",Tinggi,4
268,2017,Kota Pontianak,992012,,,800.417.822.424,"1,701",Tinggi,4
269,2017,Kota Singkawang,994775,,,273.332.210.379,"0,581",Rendah,2
270,2017,Kab. Sekadau,987507,,,328.418.576.615,"0,698",Rendah,2
271,2017,Kab. Melawi,987492,,,374.659.384.422,"0,796",Sedang,3
272,2017,Kab. Kayong Utara,963358,,,261.501.388.763,"0,556",Rendah,2
273,2017,Kab. Kubu Raya,975616,,,508.511.119.370,"1,081",Sedang,3
274,2017,Provinsi Kalimantan Tengah,992029,2.136.590.556,2.136.590.556,1.992.549.190.681,"0,61",Sedang,3
275,2017,Kab. Barito Selatan,992054,194.110.389,194.110.389,310.575.583.575,"0,66",Rendah,2
276,2017,Kab. Barito Utara,992040,194.110.389,49.395.889,342.224.390.915,"0,727",Sedang,3
277,2017,Kab. Kapuas,992033,194.110.389,49.395.889,488.898.763.754,"1,039",Sedang,3
278,2017,Kab. Kotawaringin Barat,992075,1.147.154.389,1.147.154.389,517.450.812.033,"1,1",Sedang,3
279,2017,Kab. Kotawaringin Timur,992061,194.110.389,194.110.389,684.741.582.261,"1,455",Tinggi,4
280,2017,Kota Palangkaraya,992082,576.153.389,288.131.389,375.962.760.095,"0,799",Sedang,3
281,2017,Kab. Katingan,997472,194.110.389,49.395.889,487.522.086.083,"1,036",Sedang,3
282,2017,Kab. Seruyan,997489,194.110.389,49.395.639,416.116.478.667,"0,884",Sedang,3
283,2017,Kab. Sukamara,997493,194.110.389,49.395.639,311.494.647.691,"0,662",Rendah,2
284,2017,Kab. Lamandau,997501,194.110.389,49.395.639,351.662.788.808,"0,747",Sedang,3
285,2017,Kab. Gunung Mas,997515,194.110.389,194.110.389,328.298.361.615,"0,698",Rendah,2
286,2017,Kab. Pulang Pisau,997522,1.124.152.075,563.024.075,336.500.600.393,"0,715",Rendah,2
287,2017,Kab. Murung Raya,997536,194.110.389,49.395.889,585.516.598.470,"1,244",Tinggi,4
288,2017,Kab. Barito Timur,997540,194.110.389,49.395.889,333.419.308.419,"0,709",Rendah,2
289,2017,Provinsi Kalimantan Selatan,992164,,,2.297.720.908.167,"0,703",Sedang,3
290,2017,Kab. Banjar,992171,,,499.557.266.209,"1,062",Sedang,3
291,2017,Kab. Barito Kuala,992228,,,367.436.640.461,"0,781",Sedang,3
292,2017,Kab. Hulu Sungai Selatan,992207,,,369.803.202.150,"0,786",Sedang,3
293,2017,Kab. Hulu Sungai Tengah,992211,,,349.125.437.570,"0,742",Sedang,3
294,2017,Kab. Hulu Sungai Utara,992253,,,408.985.256.735,"0,869",Sedang,3
295,2017,Kab. Kotabaru,992249,,,726.409.507.029,"1,544",Tinggi,4
296,2017,Kab. Tabalong,992232,,,473.901.646.034,"1,007",Sedang,3
297,2017,Kab. Tanah Laut,992185,,,584.064.116.589,"1,241",Tinggi,4
298,2017,Kab. Tapin,992192,,,505.010.744.322,"1,073",Sedang,3
299,2017,Kota Banjarbaru,980248,,,409.499.363.746,"0,87",Sedang,3
300,2017,Kota Banjarmasin,992260,,,563.021.128.095,"1,197",Tinggi,4
301,2017,Kab. Balangan,998236,,,484.350.562.154,"1,029",Sedang,3
302,2017,Kab. Tanah Bumbu,998222,,,718.969.383.845,"1,528",Tinggi,4
303,2017,Provinsi Kalimantan Timur,992096,,,5.337.769.753.313,"1,634",Tinggi,4
304,2017,Kab. Berau,992139,,,1.316.153.479.222,"2,797",Sangat Tinggi,5
305,2017,Kab. Kutai Kartanegara,992101,,,2.258.450.430.926,"4,8",Sangat Tinggi,5
306,2017,Kab. Kutai Barat,980273,,,1.409.303.168.806,"2,995",Sangat Tinggi,5
307,2017,Kab. Kutai Timur,980280,,,1.952.546.700.504,"4,15",Sangat Tinggi,5
308,2017,Kab. Paser,992118,,,955.593.534.503,"2,031",Tinggi,4
309,2017,Kota Balikpapan,992150,,,1.385.638.198.469,"2,945",Sangat Tinggi,5
310,2017,Kota Bontang,980294,,,673.651.236.344,"1,432",Tinggi,4
311,2017,Kota Samarinda,992143,,,1.548.670.799.254,"3,291",Sangat Tinggi,5
312,2017,Kab. Penajam Paser Utara,997561,,,526.058.725.133,"1,118",Sedang,3
313,2017,Kab. Mahakam Ulu,999006,,,720.888.591.357,"1,532",Tinggi,4
314,2017,Provinsi Sulawesi Utara,993021,,,1.202.320.939.412,"0,368",Rendah,2
315,2017,Kab. Bolaang Mongondow,993059,,,244.838.197.728,"0,52",Sangat Rendah,1
316,2017,Kab. Minahasa,993042,,,282.209.863.036,"0,6",Rendah,2
317,2017,Kab. Kepulauan Sangihe,993063,,,188.763.234.079,"0,401",Sangat Rendah,1
318,2017,Kota Bitung,993091,,,257.299.219.217,"0,547",Rendah,2
319,2017,Kota Manado,993070,,,767.056.184.972,"1,63",Tinggi,4
320,2017,Kab. Kepulauan Talaud,997412,,,192.478.778.389,"0,409",Sangat Rendah,1
321,2017,Kab. Minahasa Selatan,998240,,,228.888.542.510,"0,486",Sangat Rendah,1
322,2017,Kota Tomohon,998257,,,149.182.091.276,"0,317",Sangat Rendah,1
323,2017,Kab. Minahasa Utara,987485,,,237.128.185.166,"0,504",Sangat Rendah,1
324,2017,Kab. Kep. Siau Tagulandang Biaro,963389,,,185.737.425.473,"0,395",Sangat Rendah,1
325,2017,Kota Kotamobagu,963395,,,195.027.182.848,"0,414",Sangat Rendah,1
326,2017,Kab. Bolaang Mongondow Utara,963409,,,179.810.957.722,"0,382",Sangat Rendah,1
327,2017,Kab. Minahasa Tenggara,963415,,,187.073.312.713,"0,398",Sangat Rendah,1
328,2017,Kab. Bolaang Mongondow Timur,975022,,,184.651.773.361,"0,392",Sangat Rendah,1
329,2017,Kab. Bolaang Mongondow Selatan,977860,,,198.999.789.337,"0,423",Sangat Rendah,1
330,2017,Provinsi Sulawesi Tengah,992960,2.310.627.718,2.310.627.718,1.183.846.776.019,"0,362",Sangat Rendah,1
331,2017,Kab. Banggai,993000,1.231.022.226,923.327.476,435.527.791.240,"0,926",Sedang,3
332,2017,Kab. Banggai Kepulauan,980337,210.035.226,210.035.226,161.873.028.361,"0,344",Sangat Rendah,1
333,2017,Kab. Buol,980316,210.035.226,210.035.226,215.606.781.384,"0,458",Sangat Rendah,1
334,2017,Kab. Toli-Toli,992998,210.035.226,157.587.226,292.367.085.569,"0,621",Rendah,2
335,2017,Kab. Donggala,992981,210.035.226,210.035.226,326.527.967.868,"0,694",Rendah,2
336,2017,Kab. Morowali,980320,210.035.226,210.035.226,293.334.702.784,"0,623",Rendah,2
337,2017,Kab. Poso,992977,210.035.226,210.035.226,287.711.153.217,"0,611",Rendah,2
338,2017,Kota Palu,993017,1.850.060.629,1.850.060.629,387.018.631.135,"0,823",Sedang,3
339,2017,Kab. Parigi Moutong,997582,210.035.226,210.035.226,386.049.289.452,"0,82",Sedang,3
340,2017,Kab. Tojo Una Una,987471,210.035.226,210.035.226,280.681.739.215,"0,597",Rendah,2
341,2017,Kab. Sigi,975172,210.035.226,157.587.226,238.239.912.279,"0,506",Sangat Rendah,1
342,2017,Kab. Banggai Laut,999009,210.035.226,210.035.226,218.779.036.786,"0,465",Sangat Rendah,1
343,2017,Kab. Morowali Utara,999013,210.035.226,210.035.226,320.617.295.451,"0,681",Rendah,2
344,2017,Provinsi Sulawesi Selatan,992722,5.396.716.301,5.396.716.301,2.209.472.484.149,"0,676",Sedang,3
345,2017,Kab. Bantaeng,992846,287.402.505,287.402.505,250.237.970.033,"0,532",Sangat Rendah,1
346,2017,Kab. Barru,992888,252.406.861,252.406.861,287.083.955.260,"0,61",Rendah,2
347,2017,Kab. Bone,992778,1.132.986.422,1.132.986.422,522.520.558.350,"1,11",Sedang,3
348,2017,Kab. Bulukumba,992832,398.474.760,398.474.760,416.743.267.996,"0,886",Sedang,3
349,2017,Kab. Enrekang,992935,234.390.062,234.390.062,186.968.179.170,"0,397",Sangat Rendah,1
350,2017,Kab. Gowa,992740,234.390.056,234.390.056,438.858.576.166,"0,933",Sedang,3
351,2017,Kab. Jeneponto,992850,252.476.955,252.476.955,301.191.002.876,"0,64",Rendah,2
352,2017,Kab. Luwu,992811,234.394.488,234.394.488,410.731.860.452,"0,873",Sedang,3
353,2017,Kab. Luwu Utara,980341,234.390.056,234.390.056,393.625.557.970,"0,837",Sedang,3
354,2017,Kab. Maros,992799,234.390.056,234.390.056,377.934.946.010,"0,803",Sedang,3
355,2017,Kab. Pangkajene Kepulauan,992900,234.390.056,234.390.056,407.873.898.052,"0,867",Sedang,3
356,2017,Kota Palopo,997604,234.390.056,234.390.056,348.388.033.668,"0,74",Sedang,3
357,2017,Kab. Luwu Timur,928282,234.390.056,234.390.056,181.711.031.899,"0,386",Sangat Rendah,1
358,2017,Kab. Pinrang,992736,234.390.056,234.390.056,315.829.410.187,"0,671",Rendah,2
359,2017,Kab. Sinjai,992825,1.788.003.474,1.788.003.474,227.075.000.498,"0,483",Sangat Rendah,1
360,2017,Kab. Kepulauan Selayar,992867,234.390.056,234.390.056,265.678.829.595,"0,565",Rendah,2
361,2017,Kab. Sidenreng Rappang,992892,234.390.056,234.390.056,222.769.564.384,"0,473",Sangat Rendah,1
362,2017,Kab. Soppeng,992914,4.475.492.029,4.475.492.029,189.175.659.031,"0,402",Sangat Rendah,1
363,2017,Kab. Takalar,992871,234.390.056,234.390.056,400.216.178.588,"0,851",Sedang,3
364,2017,Kab. Tana Toraja,992782,234.390.056,234.390.056,294.359.546.693,"0,626",Rendah,2
365,2017,Kab. Wajo,992757,248.444.685,248.444.685,1.278.951.592.429,"2,718",Sangat Tinggi,5
366,2017,Kota Pare-pare,992956,234.390.056,117.390.056,184.720.422.662,"0,393",Sangat Rendah,1
367,2017,Kota Makassar,992942,234.390.056,234.390.056,444.970.034.188,"0,946",Sedang,3
368,2017,Kab. Toraja Utara,975327,234.390.056,234.390.056,259.093.978.949,"0,551",Rendah,2
369,2017,Provinsi Sulawesi Tenggara,993106,,,1.141.846.065.807,"0,349",Sangat Rendah,1
370,2017,Kab. Buton,993127,,,86.677.020.925,"0,184",Sangat Rendah,1
371,2017,Kab. Konawe,993110,,,290.768.576.177,"0,618",Rendah,2
372,2017,Kab. Kolaka,993148,,,303.403.050.839,"0,645",Rendah,2
373,2017,Kab. Muna,993131,,,164.596.324.979,"0,35",Sangat Rendah,1
374,2017,Kota Kendari,993326,,,326.200.211.894,"0,693",Rendah,2
375,2017,Kota Bau-bau,994782,,,220.438.507.246,"0,468",Sangat Rendah,1
376,2017,Kab. Konawe Selatan,998304,,,323.748.725.331,"0,688",Rendah,2
377,2017,Kab. Bombana,987642,,,258.264.195.773,"0,549",Rendah,2
378,2017,Kab. Wakatobi,987638,,,244.587.949.629,"0,52",Sangat Rendah,1
379,2017,Kab. Kolaka Utara,987443,,,284.443.804.499,"0,605",Rendah,2
380,2017,Kab. Konawe Utara,963364,,,322.517.258.448,"0,685",Rendah,2
381,2017,Kab. Buton Utara,963370,,,261.018.936.241,"0,555",Rendah,2
382,2017,Kab. Konawe Kepulauan,999014,,,227.417.586.866,"0,483",Sangat Rendah,1
383,2017,Kab. Kolaka Timur,999012,,,240.169.376.800,"0,51",Sangat Rendah,1
384,2017,Kab. Muna Barat,999915,,,114.787.159.659,"0,244",Sangat Rendah,1
385,2017,Kab. Buton Tengah,999016,,,103.029.806.424,"0,219",Sangat Rendah,1
386,2017,Kab. Buton Selatan,999017,,,60.215.011.524,"0,128",Sangat Rendah,1
387,2017,Provinsi Bali,992274,3.609.475.904,3.609.475.904,2.418.614.051.792,"0,74",Sedang,3
388,2017,Kab. Badung,992342,451.184.987,451.184.987,2.300.312.387.556,"4,889",Sangat Tinggi,5
389,2017,Kab. Bangli,992338,509.131.227,509.131.227,211.891.345.892,"0,45",Sangat Rendah,1
390,2017,Kab. Buleleng,992281,3.293.615.484,3.293.615.484,758.063.583.959,"1,611",Tinggi,4
391,2017,Kab. Gianyar,992317,1.763.696.564,1.763.696.564,609.771.970.761,"1,296",Tinggi,4
392,2017,Kab. Jembrana,992295,503.257.834,503.257.834,284.774.722.688,"0,605",Rendah,2
393,2017,Kab. Karangasem,992321,547.672.380,547.672.380,468.578.499.541,"0,996",Sedang,3
394,2017,Kab. Klungkung,992300,451.184.987,451.184.987,331.452.164.448,"0,704",Rendah,2
395,2017,Kab. Tabanan,992359,451.184.987,451.184.987,539.018.563.241,"1,146",Tinggi,4
396,2017,Kota Denpasar,992363,451.184.987,451.184.987,880.097.306.865,"1,87",Tinggi,4
397,2017,Provinsi Nusa Tenggara Barat,992370,69.711.210.901,69.711.210.901,1.478.576.958.067,"0,453",Rendah,2
398,2017,Kab. Bima,992410,7.836.544.217,7.836.544.217,279.191.091.350,"0,593",Rendah,2
399,2017,Kab. Dompu,992431,4.896.171.952,4.896.171.952,223.238.889.544,"0,474",Sangat Rendah,1
400,2017,Kab. Lombok Barat,992384,12.470.482.180,12.470.482.180,397.167.213.220,"0,844",Sedang,3
401,2017,Kab. Lombok Tengah,992391,38.274.238.638,38.274.238.638,427.291.591.228,"0,908",Sedang,3
402,2017,Kab. Lombok Timur,992406,52.801.263.693,52.801.263.693,328.358.697.231,"0,698",Rendah,2
403,2017,Kab. Sumbawa,992427,7.827.992.881,7.827.992.881,231.057.257.209,"0,491",Sangat Rendah,1
404,2017,Kota Mataram,992448,26.651.357.296,26.651.357.296,362.419.671.983,"0,77",Sedang,3
405,2017,Kota Bima,997625,1.652.380.157,1.652.380.157,156.393.856.235,"0,332",Sangat Rendah,1
406,2017,Kab. Sumbawa Barat,987450,2.381.474.353,2.381.474.353,290.982.596.152,"0,618",Rendah,2
407,2017,Kab. Lombok Utara,975477,7.867.588.073,7.867.588.073,283.445.394.484,"0,602",Rendah,2
408,2017,Provinsi Nusa Tenggara Timur,992452,5.076.304.443,5.076.304.443,1.258.424.079.300,"0,385",Rendah,2
409,2017,Kab. Alor,992502,241.445.000,241.445.000,263.289.257.217,"0,56",Rendah,2
410,2017,Kab. Belu,992473,241.445.000,61.339.750,180.078.712.267,"0,383",Sangat Rendah,1
411,2017,Kab. Ende,992537,241.445.000,,209.673.366.005,"0,446",Sangat Rendah,1
412,2017,Kab. Flores Timur,992520,1.329.425.827,1.329.425.827,211.025.335.613,"0,448",Sangat Rendah,1
413,2017,Kab. Kupang,992469,303.584.393,303.584.393,251.691.722.250,"0,535",Rendah,2
414,2017,Kab. Lembata,980379,242.124.934,123.359.434,180.860.703.162,"0,384",Sangat Rendah,1
415,2017,Kab. Manggarai,992558,2.080.456.930,2.080.456.930,252.373.827.456,"0,536",Rendah,2
416,2017,Kab. Ngada,992541,248.476.000,248.476.000,181.378.386.340,"0,385",Sangat Rendah,1
417,2017,Kab. Sikka,992516,849.462.000,,251.471.965.842,"0,534",Sangat Rendah,1
418,2017,Kab. Sumba Barat,992579,364.793.000,,174.766.744.206,"0,371",Sangat Rendah,1
419,2017,Kab. Sumba Timur,992562,403.601.000,403.601.000,240.525.945.338,"0,511",Sangat Rendah,1
420,2017,Kab. Timor Tengah Selatan,992494,269.625.000,,248.260.832.087,"0,528",Sangat Rendah,1
421,2017,Kab. Timor Tengah Utara,992480,241.445.000,,205.061.708.454,"0,436",Sangat Rendah,1
422,2017,Kota Kupang,993368,241.445.000,,251.217.780.949,"0,534",Sangat Rendah,1
423,2017,Kab. Rote Ndao,997578,241.445.000,,200.486.235.227,"0,426",Sangat Rendah,1
424,2017,Kab. Manggarai Barat,998510,486.944.947,486.944.947,279.167.825.255,"0,593",Rendah,2
425,2017,Kab. Nagekeo,963430,726.660.183,726.660.183,178.927.718.543,"0,38",Sangat Rendah,1
426,2017,Kab. Sumba Barat Daya,963446,1.749.662.727,1.749.662.727,175.306.610.194,"0,373",Sangat Rendah,1
427,2017,Kab. Sumba Tengah,963452,241.445.000,,212.833.655.129,"0,452",Sangat Rendah,1
428,2017,Kab. Manggarai Timur,975911,608.664.425,608.664.425,176.420.184.340,"0,375",Sangat Rendah,1
429,2017,Kab. Sabu Raijua,978542,241.445.000,,197.741.613.364,"0,42",Sangat Rendah,1
430,2017,Kab. Malaka,999007,241.445.000,,210.248.978.194,"0,447",Sangat Rendah,1
431,2017,Provinsi Maluku,993152,,,934.770.722.071,"0,286",Sangat Rendah,1
432,2017,Kab. Maluku Tenggara Barat,980358,,,#N/A,#N/A,#N/A,#N/A
433,2017,Kab. Maluku Tengah,993169,,,259.536.047.064,"0,552",Rendah,2
434,2017,Kab. Maluku Tenggara,993173,,,197.762.436.477,"0,42",Sangat Rendah,1
435,2017,Kab. Buru,980362,,,229.847.381.921,"0,488",Sangat Rendah,1
436,2017,Kota Ambon,993202,,,251.635.582.554,"0,535",Sangat Rendah,1
437,2017,Kab. Seram Bagian Barat,987439,,,244.387.112.657,"0,519",Sangat Rendah,1
438,2017,Kab. Seram Bagian Timur,987422,,,275.078.158.481,"0,585",Rendah,2
439,2017,Kab. Kepulauan Aru,987621,,,265.271.875.294,"0,564",Rendah,2
440,2017,Kota Tual,976061,,,216.897.810.767,"0,461",Sangat Rendah,1
441,2017,Kab. Maluku Barat Daya,975772,,,379.215.709.047,"0,806",Sedang,3
442,2017,Kab. Buru Selatan,975622,,,233.614.213.639,"0,496",Sangat Rendah,1
443,2017,Provinsi Papua,993216,,,6.538.125.770.231,"2,001",Sangat Tinggi,5
444,2017,Kab. Biak Numfor,993237,,,287.587.003.856,"0,611",Rendah,2
445,2017,Kab. Jayapura,993220,,,378.537.021.273,"0,804",Sedang,3
446,2017,Kab. Jayawijaya,993290,,,561.138.365.561,"1,193",Tinggi,4
447,2017,Kab. Merauke,993283,,,892.806.891.039,"1,897",Tinggi,4
448,2017,Kab. Mimika,993401,,,918.549.481.480,"1,952",Tinggi,4
449,2017,Kab. Nabire,993305,,,540.979.644.056,"1,15",Tinggi,4
450,2017,Kab. Paniai,993393,,,319.509.076.348,"0,679",Rendah,2
451,2017,Kab. Puncak Jaya,993389,,,541.765.881.797,"1,151",Tinggi,4
452,2017,Kab. Kepulauan Yapen,993258,,,378.038.118.819,"0,803",Sedang,3
453,2017,Kota Jayapura,993312,,,439.111.024.464,"0,933",Sedang,3
454,2017,Kab. Sarmi,998392,,,594.974.120.371,"1,264",Tinggi,4
455,2017,Kab. Keerom,998400,,,398.517.432.312,"0,847",Sedang,3
456,2017,Kab. Yahukimo,998477,,,372.691.276.731,"0,792",Sedang,3
457,2017,Kab. Pegunungan Bintang,998421,,,526.973.489.163,"1,12",Sedang,3
458,2017,Kab. Tolikara,998414,,,609.407.896.055,"1,295",Tinggi,4
459,2017,Kab. Boven Digoel,998388,,,576.685.289.099,"1,226",Tinggi,4
460,2017,Kab. Mappi,998367,,,503.001.037.684,"1,069",Sedang,3
461,2017,Kab. Asmat,998371,,,549.405.363.468,"1,168",Tinggi,4
462,2017,Kab. Waropen,998460,,,349.193.269.805,"0,742",Sedang,3
463,2017,Kab. Supiori,987511,,,283.819.735.865,"0,603",Rendah,2
464,2017,Kab. Mamberamo Raya,963461,,,429.421.231.317,"0,913",Sedang,3
465,2017,Kab. Mamberamo Tengah,976219,,,391.933.913.967,"0,833",Sedang,3
466,2017,Kab. Yalimo,976369,,,457.402.238.679,"0,972",Sedang,3
467,2017,Kab. Lanny Jaya,976514,,,522.706.045.569,"1,111",Sedang,3
468,2017,Kab. Nduga,976664,,,429.297.743.251,"0,912",Sedang,3
469,2017,Kab. Dogiyai,976962,,,595.849.873.900,"1,266",Tinggi,4
470,2017,Kab. Puncak,976812,,,354.253.193.186,"0,753",Sedang,3
471,2017,Kab. Intan Jaya,978567,,,475.692.026.975,"1,011",Sedang,3
472,2017,Kab. Deiyai,978573,,,298.844.831.089,"0,635",Rendah,2
473,2017,Provinsi Maluku Utara,980011,,,970.893.135.002,"0,297",Sangat Rendah,1
474,2017,Kab. Halmahera Tengah,993194,,,248.894.903.000,"0,529",Sangat Rendah,1
475,2017,Kota Ternate,980028,,,282.206.797.310,"0,6",Rendah,2
476,2017,Kab. Halmahera Barat,993180,,,196.072.637.955,"0,417",Sangat Rendah,1
477,2017,Kab. Halmahera Timur,998346,,,272.987.903.274,"0,58",Rendah,2
478,2017,Kab. Halmahera Selatan,998325,,,320.298.541.808,"0,681",Rendah,2
479,2017,Kab. Halmahera Utara,998311,,,354.696.385.423,"0,754",Sedang,3
480,2017,Kab. Kepulauan Sula,998332,,,225.438.039.457,"0,479",Sangat Rendah,1
481,2017,Kota Tidore Kepulauan,998350,,,287.324.365.418,"0,611",Rendah,2
482,2017,Kab. Pulau Morotai,978551,,,368.010.508.864,"0,782",Sedang,3
483,2017,Kab. Pulau Taliabu,999010,,,244.758.296.833,"0,52",Sangat Rendah,1
484,2017,Provinsi Banten,993809,,,3.269.070.941.221,"1,001",Sedang,3
485,2017,Kab. Lebak,990917,,,768.517.964.912,"1,633",Tinggi,4
486,2017,Kab. Pandeglang,990900,,,593.183.329.293,"1,261",Tinggi,4
487,2017,Kab. Serang,990895,,,918.309.495.448,"1,952",Tinggi,4
488,2017,Kab. Tangerang,990921,,,2.402.045.180.791,"5,105",Sangat Tinggi,5
489,2017,Kota Cilegon,980049,,,789.761.499.903,"1,678",Tinggi,4
490,2017,Kota Tangerang,991134,,,1.918.672.881.399,"4,078",Sangat Tinggi,5
491,2017,Kota Serang,975461,,,404.034.693.661,"0,859",Sedang,3
492,2017,Kota Tangerang Selatan,978454,,,1.601.706.575.562,"3,404",Sangat Tinggi,5
493,2017,Provinsi Bangka Belitung,993813,,,818.394.793.100,"0,25",Sangat Rendah,1
494,2017,Kab. Bangka,990629,,,437.249.685.723,"0,929",Sedang,3
495,2017,Kab. Belitung,990612,,,354.384.135.023,"0,753",Sedang,3
496,2017,Kota Pangkal Pinang,990701,,,253.000.764.320,"0,538",Rendah,2
497,2017,Kab. Bangka Selatan,998189,,,304.992.839.307,"0,648",Rendah,2
498,2017,Kab. Bangka Tengah,998172,,,265.318.860.405,"0,564",Rendah,2
499,2017,Kab. Bangka Barat,998168,,,325.341.812.964,"0,691",Rendah,2
500,2017,Kab. Belitung Timur,998193,,,285.050.219.136,"0,606",Rendah,2
501,2017,Provinsi Gorontalo,993820,,,748.381.300.994,"0,229",Sangat Rendah,1
502,2017,Kab. Boalemo,980302,,,132.175.819.008,"0,281",Sangat Rendah,1
503,2017,Kab. Gorontalo,993038,,,262.958.736.074,"0,559",Rendah,2
504,2017,Kota Gorontalo,993084,,,264.344.634.727,"0,562",Rendah,2
505,2017,Kab. Pohuwato,998261,,,160.841.365.860,"0,342",Sangat Rendah,1
506,2017,Kab. Bone Bolango,998278,,,109.655.463.241,"0,233",Sangat Rendah,1
507,2017,Kab. Gorontalo Utara,963421,,,188.730.851.878,"0,401",Sangat Rendah,1
508,2017,Provinsi Kepulauan Riau,998840,1.811.983.313,1.359.618.813,1.442.678.629.526,"0,442",Rendah,2
509,2017,Kab. Natuna,980121,301.997.885,226.603.635,333.439.686.277,"0,709",Rendah,2
510,2017,Kab. Kepulauan Anambas,977412,301.997.885,226.603.635,219.081.467.502,"0,466",Sangat Rendah,1
511,2017,Kab. Karimun,980117,301.997.885,226.603.635,310.412.171.791,"0,66",Rendah,2
512,2017,Kota Batam,990523,2.415.981.089,1.209.674.089,997.195.245.685,"2,119",Sangat Tinggi,5
513,2017,Kota Tanjung Pinang,994708,301.997.885,226.603.635,171.881.473.030,"0,365",Sangat Rendah,1
514,2017,Kab. Lingga,987464,301.997.885,226.603.635,233.924.986.881,"0,497",Sangat Rendah,1
515,2017,Kab. Bintan,990480,301.997.885,420.885,241.653.978.558,"0,514",Sangat Rendah,1
516,2017,Provinsi Papua Barat,998854,,,2.713.804.325.067,"0,831",Sedang,3
517,2017,Kab. Fak Fak,993279,,,428.185.805.457,"0,91",Sedang,3
518,2017,Kab. Manokwari,993241,,,302.437.636.548,"0,643",Rendah,2
519,2017,Kab. Sorong,993262,,,586.450.145.426,"1,246",Tinggi,4
520,2017,Kota Sorong,980383,,,325.604.117.027,"0,692",Rendah,2
521,2017,Kab. Raja Ampat,998456,,,492.022.656.823,"1,046",Sedang,3
522,2017,Kab. Sorong Selatan,998442,,,331.716.392.605,"0,705",Rendah,2
523,2017,Kab. Teluk Bintuni,998481,,,958.591.820.320,"2,037",Tinggi,4
524,2017,Kab. Teluk Wondama,998498,,,312.728.228.649,"0,665",Rendah,2
525,2017,Kab. Kaimana,998435,,,330.230.928.788,"0,702",Rendah,2
526,2017,Kab. Maybrat,978582,,,450.156.553.301,"0,957",Sedang,3
527,2017,Kab. Tambrauw,978598,,,316.073.635.042,"0,672",Rendah,2
528,2017,Kab. Manokwari Selatan,999004,,,304.197.127.792,"0,646",Rendah,2
529,2017,Kab. Pegunungan Arfak,999005,,,334.364.940.228,"0,711",Rendah,2
530,2017,Provinsi Sulawesi Barat,955383,,,814.275.013.366,"0,249",Sangat Rendah,1
531,2017,Kab. Majene,992804,,,169.543.783.551,"0,36",Sangat Rendah,1
532,2017,Kab. Mamuju,992761,,,290.141.621.753,"0,617",Rendah,2
533,2017,Kab. Polewali Mandar,992921,,,297.643.634.612,"0,633",Rendah,2
534,2017,Kab. Mamasa,997599,,,220.748.823.993,"0,469",Sangat Rendah,1
535,2017,Kab. Mamuju Utara,998299,,,210.771.483.069,"0,448",Sangat Rendah,1
536,2017,Kab. Mamuju Tengah,999008,,,253.911.079.152,"0,54",Rendah,2
537,2017,Provinsi Kalimantan Utara,999001,,,1.088.387.104.078,"0,333",Sangat Rendah,1
538,2017,Kab. Bulungan,992122,,,381.103.217.135,"0,81",Sedang,3
539,2017,Kab. Malinau,980269,,,661.348.435.309,"1,406",Tinggi,4
540,2017,Kab. Nunukan,980252,,,284.086.241.549,"0,604",Rendah,2
541,2017,Kota Tarakan,941901,,,180.888.782.224,"0,384",Sangat Rendah,1
542,2017,Kab. Tana Tidung,975766,,,242.766.499.840,"0,516",Sangat Rendah,1
543,2018,Provinsi Aceh,990015,5.787.725.000,5.787.725.000,2.015.453.206.868,"0,569",Sedang,3
544,2018,Kab. Aceh Barat,990078,263.078.000,263.078.000,460.845.065.838,"0,951",Sedang,3
545,2018,Kab. Aceh Besar,990022,908.754.000,908.754.000,351.227.643.519,"0,724",Rendah,2
546,2018,Kab. Aceh Selatan,990061,263.078.000,197.308.500,174.118.452.959,"0,359",Sangat Rendah,1
547,2018,Kab. Aceh Singkil,980007,263.078.000,0,173.341.187.600,"0,358",Sangat Rendah,1
548,2018,Kab. Aceh Tengah,990082,517.162.000,517.162.000,429.436.562.538,"0,886",Sedang,3
549,2018,Kab. Aceh Tenggara,990099,263.078.000,0,17.461.423.037,"0,036",Sangat Rendah,1
550,2018,Kab. Aceh Timur,990057,339.072.000,339.072.000,468.222.923.809,"0,966",Sedang,3
